sex,year,title,school_id,yearofphd,phd_id,business,basesalary,othersalary,salary,micro,macromoney,metrics,labor,io,public,enviroenergy,develop,intl,finance,health,expbehave,political,urban,econhist,educ,firstname,lastname,i_tenure
Male,2007,Professor,242,1978,220,0,178000,0,178000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,174,387,1
Male,2018,Professor,228,1984,261,0,156608,0,158762.5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,385,388,1
Male,2011,Assistant Professor,248,2004,261,0,84000,0,84000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,389,0
Male,2012,Professor,225,1956,220,0,129200.04,0,139428.015625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,488,390,1
Male,2018,Professor,105,1981,223,0,270500,0,270500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,229,391,1
Male,2018,Professor,128,2000,165,0,277243.63,0,277243.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,392,1
Male,2017,Professor,176,2015,41,1,140129.46,0,143218.078125,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,730,393,1
Male,2016,Assistant Professor,226,2013,153,0,128833,14444,126924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,394,0
Male,2018,Professor,10,2009,105,1,210000,0,210000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,395,1
Male,2018,Professor,209,1998,220,0,210942.09,0,210942.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,396,1
Male,2004,Professor,136,1989,220,0,122890,0,122890,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,538,397,1
Male,2015,Associate Professor,261,2007,41,0,196950,0,196950,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,34,398,1
Male,2018,Assistant Professor,185,2012,223,1,224540,0,224540,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,583,398,0
Male,2018,Professor,185,1983,54,0,161664.26,0,161664.265625,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,312,399,1
Female,2018,Professor,222,1988,27,0,201692,0,204912.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,511,400,1
Male,2019,Assistant Professor,105,2018,98,0,140000,0,140000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,44,401,0
Female,2018,Assistant Professor,111,2016,264,1,141000,0,141000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,402,0
Male,2018,Professor,227,1991,54,0,218983,34732,226850,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,611,403,1
Female,2018,Assistant Professor,220,2014,175,0,163500,36787,166346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,116,404,0
Male,2014,Assistant Professor,248,2007,173,0,94500,0,94500,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,751,405,0
Male,2018,Assistant Professor,223,2013,188,0,160508,0,165000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,236,406,0
Male,2005,Associate Professor,128,1998,141,0,100552,0,100552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,407,1
Male,2018,Associate Professor,226,2008,98,0,86917,38182,192142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,408,1
Male,2007,Professor,242,1973,261,0,107000,0,107000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,745,409,1
Male,2007,Assistant Professor,229,2002,153,0,70725.96,0,70938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,410,0
Male,2018,Associate Professor,221,2009,171,0,151039,0,153566,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,411,1
Male,2018,Assistant Professor,242,2012,175,0,150000,0,150000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,508,412,0
Male,2017,Associate Professor,111,1999,260,1,187204,0,187204,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,482,413,1
Male,2008,Professor,111,1975,139,1,276245,0,276245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,414,1
Male,2004,Associate Professor,111,1995,220,1,139596.1,0,139596.09375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,415,1
Male,2018,Professor,236,1999,220,0,26350,0,237150,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,214,416,1
Male,2017,Professor,229,1985,153,0,449444,0,451747.03125,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,201,417,1
Male,2009,Professor,105,1970,153,0,133575,0,133575,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,320,418,1
Female,2007,Associate Professor,185,1989,149,1,116242,0,116242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,419,1
Male,2005,Professor,185,1978,49,0,124259,0,124259,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,245,420,1
Male,2009,Associate Professor,136,1999,220,0,110486,0,110486,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,362,421,1
Male,2017,Professor,176,2005,165,1,231181.89,0,235792.453125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,422,1
Female,2017,Professor,229,1994,139,0,194267.94,0,219222.5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,177,423,1
Female,2018,Assistant Professor,223,2016,197,0,183617,42667,198892,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,509,424,0
Female,2018,Professor,228,2003,220,0,76333,145736,168449.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,421,425,1
Male,2006,Professor,242,1955,242,0,83200,0,83200,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,755,426,1
Male,2018,Professor,222,1978,264,0,222767,57309,226350,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,428,1
Male,2017,Professor,108,1988,139,0,239728.6,0,241093.703125,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,255,429,1
Male,2018,Assistant Professor,242,2011,139,0,117500,0,117500,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,430,0
Male,2006,Professor,136,1980,261,0,150000,0,150000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,362,432,1
Male,2004,Assistant Professor,185,1996,261,0,70483,0,70483,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,157,433,0
Male,2007,Assistant Professor,209,2001,184,0,84357,0,84357,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,180,434,0
Female,2018,Associate Professor,128,2011,135,0,155725.05,0,155725.046875,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,345,434,1
Female,2018,Professor,225,1991,226,0,176708,0,180970.5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,260,435,1
Male,2017,Professor,108,1967,141,0,142119.72,0,120915.59375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,436,1
Male,2016,Professor,226,1976,141,0,236658,0,238429,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,614,436,1
Male,2018,Professor,220,2007,135,0,300850,326,304241.5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,792,437,1
Male,2011,Assistant Professor,228,2009,41,0,98550,11066.669921875,100575,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,71,438,0
Male,2013,Professor,105,1955,61,0,115447,14430.87,115447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,439,1
Male,2018,Professor,220,1996,141,0,337079,110624,374409.5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,575,440,1
Male,2010,Professor,111,1973,201,1,180534,0,180534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,441,1
Male,2007,Associate Professor,185,1993,112,1,89759,0,89759,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,596,442,1
Male,2018,Professor,10,1995,264,1,241500,0,241500,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,248,443,1
Male,2018,Professor,226,1998,220,0,274871,171932,286304,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,373,444,1
Male,2018,Professor,220,2005,98,0,281017,38623,290679.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101,445,1
Male,2018,Professor,48,1973,153,0,137206,0,137206,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,572,446,1
Male,2013,Professor,48,1967,153,0,160520,0,160520,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,508,447,1
Male,2018,Assistant Professor,261,2012,135,0,135060,0,135060,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,344,448,0
Male,2018,Assistant Professor,236,2017,135,0,16218,0,145962,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,13,449,0
Male,2009,Professor,209,1978,153,0,149472,0,149472,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,721,450,1
Male,2013,Professor,223,1992,197,0,243000,,264883,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,721,451,1
Female,2010,Associate Professor,209,2000,232,0,160002,0,160002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,452,1
Male,2016,Assistant Professor,227,2008,220,0,118133,9928,129066.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,797,453,0
Male,2010,Professor,226,1970,220,0,134499.96,-2223.36010742188,133989.984375,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,713,454,1
Male,2012,Associate Professor,226,2003,264,0,212300.1,23588.890625,229992.046875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,565,455,1
Male,2005,Assistant Professor,248,2000,226,0,79000,0,79000,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,489,456,0
Male,2017,Professor,229,1973,229,0,296743.74,0,299393.53125,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,157,457,1
Male,2015,Assistant Professor,128,2008,141,0,110324.42,0,110324.421875,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,602,458,0
Male,2017,Professor,108,2009,242,0,133712.28,0,135062.546875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,102,459,1
Female,2018,Assistant Professor,209,2018,111,0,140004,0,140004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,460,0
Male,2018,Professor,225,1993,223,0,195975,0,200646,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,460,1
Male,2018,Professor,139,2001,33,0,382875,0,382875,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,219,461,1
Male,2007,Assistant Professor,242,2001,33,0,110210,0,110210,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,530,461,0
Male,2018,Assistant Professor,223,2014,264,0,149450,0,154933.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,482,462,0
Male,2012,Associate Professor,236,1970,184,0,6578,0,59202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,463,1
Male,2018,Assistant Professor,135,2012,105,0,152000,0,152000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,464,0
Male,2018,Professor,223,1993,98,0,410350,0,414416.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,357,465,1
Male,2014,Professor,136,1998,135,0,171375,171375,171375,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,692,466,1
Male,2018,Professor,136,1998,135,0,208822,208822,208822,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,693,466,1
Male,2005,Assistant Professor,135,2002,98,0,89500,0,89500,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,376,467,0
Male,2018,Professor,128,1981,114,0,320000,0,320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,469,1
Male,2018,Professor,236,1973,98,0,18306,0,164754,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,608,470,1
Male,2014,Professor,128,1980,175,0,267822.19,0,267822.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,471,1
Male,2014,Professor,242,1969,264,0,192500,0,192500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,151,472,1
Male,2018,Professor,226,1983,220,0,303358,0,321975,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,324,473,1
Male,2018,Assistant Professor,242,2012,264,0,119000,0,119000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,695,474,0
Male,2018,Associate Professor,220,2010,153,0,375000,0,388166.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,87,475,1
Male,2018,Professor,11,1978,98,1,266701,0,266701,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,756,476,1
Male,2015,Assistant Professor,223,2012,49,0,161700,18122,175992,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,748,477,0
Male,2018,Professor,261,1989,264,0,306000,0,306000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,478,1
Male,2018,Professor,223,1986,139,0,351367,39689,354967,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,245,478,1
Male,2017,Professor,229,2000,226,0,313910.62,0,317043.53125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,571,478,1
Male,2018,Professor,226,1992,141,0,328550,68584,322508.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,261,479,1
"",2012,Professor,209,1972,171,0,87309,0,87309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,479,1
Male,2010,Professor,11,1976,61,1,130808,0,130808,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,480,1
Male,2013,Professor,223,1950,41,0,222733,0,215762.5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,67,481,1
Male,2018,Associate Professor,222,2007,141,0,221733,4881,226483,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,491,482,1
Male,2019,Professor,248,1991,223,0,230600,0,230600,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,324,483,1
Male,2010,Professor,236,1972,220,0,11580,0,104220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,484,1
Male,2011,Professor,159,1971,49,0,189000,0,189000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,486,485,1
Male,2018,Professor,185,1989,245,1,229787.28,0,229787.28125,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,457,486,1
Male,2016,Professor,108,2005,184,0,131924.6,0,105789.703125,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,376,487,1
Male,2011,Professor,159,1978,41,0,255972,0,255972,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,174,488,1
Male,2011,Assistant Professor,242,2004,184,0,110047,0,110047,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,489,0
Male,2018,Professor,159,2005,30,0,210708,0,210708,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,566,490,1
Female,2018,Associate Professor,236,2011,264,0,18400.8,0,165607.203125,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,589,491,1
Male,2018,Associate Professor,225,1994,220,0,131775,15000,133671,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,693,492,1
Female,2018,Assistant Professor,135,2013,41,0,157000,0,157000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,643,493,0
Female,2018,Professor,128,1994,98,0,204584.9,0,204584.90625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,377,494,1
Male,2018,Professor,261,1982,261,0,350199,0,350199,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,402,495,1
Male,2017,Associate Professor,229,1996,171,0,159305.34,0,160689.15625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,495,1
Male,2014,Assistant Professor,221,2005,33,0,109018,0,120760,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,206,496,0
Male,2018,Assistant Professor,10,2018,175,1,135000,0,135000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,151,497,0
Male,2018,Assistant Professor,139,2014,223,0,138778,0,138778,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,413,498,0
Male,2014,Professor,220,1988,141,0,252400,70111,263223,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,87,499,1
Female,2008,Assistant Professor,209,2002,242,0,83376,0,83376,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,500,0
Male,2019,Professor,11,1996,70,1,240785,0,240785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,90,501,1
Female,2007,Assistant Professor,136,2000,226,0,83422,0,83422,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,36,502,0
Male,2018,Professor,136,1983,261,0,209521,209521,209521,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,372,503,1
Female,2007,Assistant Professor,261,2005,175,0,96596,0,96596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,504,0
Male,2017,Associate Professor,229,2001,48,0,151174.98,0,156997.953125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,365,505,1
Male,2017,Assistant Professor,229,2017,254,0,66000.48,0,132125.765625,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43,506,0
Male,2005,Professor,135,1986,98,0,215000,0,215000,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,324,507,1
Male,2014,Professor,10,1998,98,1,259560,0,259560,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,397,508,1
Female,2018,Assistant Professor,225,2016,226,0,115808,13367,118462.5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,647,509,0
Male,2018,Assistant Professor,185,2013,116,1,209751.26,0,209751.265625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,687,510,0
Male,2019,Professor,11,2001,149,1,252673,0,252673,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82,511,1
Male,2018,Professor,209,2006,84,0,239994,0,239994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,478,512,1
Male,2017,Professor,176,2010,171,1,137280.72,0,131004.6171875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,513,1
Male,2018,Professor,139,1985,153,0,297292,0,297292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,514,1
Male,2019,Professor,248,1977,33,0,285500,0,285500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,120,515,1
Male,2018,Associate Professor,105,2005,197,0,135500,0,135500,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,658,516,1
Male,2018,Professor,223,1988,139,0,411150,31043,430082.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,298,517,1
Male,2015,Assistant Professor,11,2008,139,1,128463,0,128463,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,618,518,0
Male,2018,Associate Professor,261,2006,178,0,250000,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,519,1
Female,2012,Assistant Professor,209,2008,61,0,101250,0,101250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689,520,0
Male,2018,Professor,135,2001,24,0,216725,0,216725,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,521,1
Male,2018,Assistant Professor,105,2018,141,0,138000,0,138000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,522,0
Male,1999,Professor,159,1973,153,0,192876,0,192876,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,523,1
Male,2004,Professor,135,1964,229,0,101500,0,101500,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,182,524,1
Female,2018,Professor,220,1992,197,0,271175,58372,274229,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,292,525,1
Male,2006,Professor,48,1967,184,0,84781,0,84781,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,237,526,1
Male,2008,Assistant Professor,105,2006,30,0,1e+05,0,1e+05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,518,527,0
Female,2018,Assistant Professor,228,2016,135,0,118825,0,121396,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,124,528,0
"",2006,Assistant Professor,159,2002,264,0,90096,0,90096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,528,0
Male,2006,Assistant Professor,242,2003,114,0,88180,0,88180,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,776,528,0
Male,2018,Associate Professor,48,2009,221,0,155000,0,155000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,365,529,1
Male,2018,Professor,185,1974,229,0,132976.95,0,132976.953125,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,372,529,1
Male,2015,Professor,128,1973,220,0,127743.49,0,127743.4921875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,120,530,1
Male,2013,Professor,176,1995,135,1,307475.68,307475.68,334885.53125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,157,531,1
Female,2018,Professor,185,1992,98,0,207135.61,0,207135.609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,532,1
Male,2018,Professor,228,1983,161,0,223850,0,231200,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,508,533,1
Male,2015,Professor,209,1976,139,0,115146,0,115146,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,273,534,1
Male,2017,Assistant Professor,229,2014,49,0,119142.96,0,120224.7265625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,375,536,0
Male,2002,Professor,159,1974,220,0,94872,0,94872,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,537,1
Male,2018,Professor,10,1988,141,1,260000,0,260000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,290,538,1
Female,2009,Assistant Professor,136,2002,32,0,104002,0,104002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,539,0
Male,2018,Professor,136,2007,128,0,189200,189200,189200,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,649,540,1
Female,2013,Professor,111,1986,139,1,233992,0,233992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,541,1
Male,2011,Associate Professor,136,1976,141,0,81753,0,81753,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,542,1
Male,2018,Professor,48,1995,27,0,218907,0,218907,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,225,543,1
Male,2018,Associate Professor,226,2007,197,0,169192,4850,171912.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,478,544,1
Male,2009,Assistant Professor,248,1995,175,0,86000,0,86000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,545,0
Male,2014,Professor,248,1974,141,0,135300,0,135300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,546,1
Male,2018,Professor,220,2000,1,0,300333,80300,305541.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,508,548,1
Female,2011,Assistant Professor,226,2003,141,0,100374.99,22600,102587.4765625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,671,549,0
Male,2018,Assistant Professor,48,2014,10,0,132657,0,132657,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,710,550,0
Male,2014,Professor,136,1995,248,0,139581,139581,139581,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,715,551,1
Male,2018,Associate Professor,222,2003,254,0,156142,27112,158629.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,552,1
Male,2018,Professor,222,1997,49,0,174475,0,178771,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,584,553,1
Female,2018,Professor,128,2000,223,0,233376.94,0,233376.9375,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,257,554,1
Male,2014,Assistant Professor,209,2009,175,0,106902,0,106902,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,555,0
Male,2007,Professor,135,1966,220,0,129700,0,129700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,556,1
Male,2019,Professor,248,1975,141,0,245000,0,245000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,755,556,1
Male,2018,Professor,139,1981,220,0,261830,0,261830,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,557,1
Male,2018,Professor,221,1997,226,0,62512,0,64422.5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,557,558,1
Male,2014,Assistant Professor,229,2010,171,0,112040,0,112289.9765625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,137,559,0
Male,2009,Assistant Professor,159,2001,41,0,106560,0,106560,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,372,560,0
Male,2016,Professor,225,1988,44,0,87250,0,157154,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,608,561,1
Male,2018,Professor,48,2007,227,0,162149,0,162149,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,151,562,1
Male,2017,Professor,108,1985,2,0,190411.6,0,192991.296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,563,1
Male,2018,Professor,159,1970,176,0,349560,0,349560,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,362,564,1
Male,2014,Professor,223,1993,41,0,264450,,289142,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,491,565,1
Female,2018,Professor,128,2000,27,0,277710,0,277710,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,651,566,1
Male,2012,Assistant Professor,261,2008,135,0,1e+05,0,1e+05,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,315,567,0
Male,2005,Assistant Professor,11,2004,260,1,110000,0,110000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,264,568,0
Male,2011,Assistant Professor,227,2003,41,0,94899.99,0,95949.9765625,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,469,569,0
Male,2018,Associate Professor,128,2005,220,0,145499.14,0,145499.140625,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,208,570,1
Male,2018,Associate Professor,139,2010,98,0,358892,0,358892,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,446,571,1
Male,2018,Professor,220,2003,149,0,309833,322424,335816.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,572,1
Male,2011,Assistant Professor,223,2011,220,0,58374.99,12777.7802734375,117624.9921875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,499,573,0
Male,2010,Professor,228,1963,197,0,120999.96,-6453.35986328125,121449.9609375,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,157,575,1
Male,2018,Assistant Professor,220,2011,153,0,190233,949,193254,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,396,576,0
Female,2011,Assistant Professor,111,2005,197,1,112472,0,112472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,577,0
Male,2018,Assistant Professor,135,2015,175,0,154000,0,154000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,578,0
Female,2018,Professor,128,2002,141,0,270000,0,270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,580,1
Female,2018,Professor,185,1997,149,1,270236.79,0,270236.78125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,673,581,1
Female,2004,Assistant Professor,261,2000,123,0,72251,0,72251,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,445,582,0
